loss,mse,val_loss,val_mse
3.845513774081155e-08,7.643895827413871e-08,1.993567821045872e-06,3.985550847573904e-06
3.69830139845817e-08,7.390627843051334e-08,2.0379361558298115e-06,4.0748204810370225e-06
3.605066822842673e-08,7.151771086455483e-08,2.091361238854006e-06,4.18382978750742e-06
3.4079658206565e-08,6.987334444374937e-08,2.085672122120741e-06,4.169687599642202e-06
